sample,datetime,wtemp_a_1,wtrhgt__2,wtrhgt__3
1,07/01/2020 15:11:25,19.4,-49,-49
2,07/01/2020 15:21:25,24.2,-54,-52
3,07/01/2020 15:31:25,11.0,70,35
4,07/01/2020 15:41:25,7.3,70,71
5,07/01/2020 15:51:25,7.0,72,72
6,07/01/2020 16:01:25,6.9,78,71
7,07/01/2020 16:11:25,6.9,76,79
8,07/01/2020 16:21:25,6.8,79,79
9,07/01/2020 16:31:25,6.8,80,78
10,07/01/2020 16:41:25,6.8,76,78
11,07/01/2020 16:51:25,6.7,80,79
12,07/01/2020 17:01:25,6.7,77,79
13,07/01/2020 17:11:25,6.6,82,79
14,07/01/2020 17:21:25,6.5,80,81
15,07/01/2020 17:31:25,6.5,75,79
16,07/01/2020 17:41:25,6.5,78,80
17,07/01/2020 17:51:25,6.5,76,77
18,07/01/2020 18:01:25,6.5,80,77
19,07/01/2020 18:11:25,6.4,78,78
20,07/01/2020 18:21:25,6.4,77,77
21,07/01/2020 18:31:25,6.3,80,79
22,07/01/2020 18:41:25,6.3,79,78
23,07/01/2020 18:51:25,6.3,77,77
24,07/01/2020 19:01:25,6.3,79,77
25,07/01/2020 19:11:25,6.2,77,79
26,07/01/2020 19:21:25,6.1,80,78
27,07/01/2020 19:31:25,6.1,80,77
28,07/01/2020 19:41:25,6.1,77,77
29,07/01/2020 19:51:25,6.0,80,77
30,07/01/2020 20:01:25,6.0,78,78
31,07/01/2020 20:11:25,6.0,77,77
32,07/01/2020 20:21:25,6.0,82,77
33,07/01/2020 20:31:25,5.9,72,78
34,07/01/2020 20:41:25,5.9,78,78
35,07/01/2020 20:51:25,5.9,81,76
36,07/01/2020 21:01:25,5.8,69,77
37,07/01/2020 21:11:25,5.8,79,78
38,07/01/2020 21:21:25,5.7,75,77
39,07/01/2020 21:31:25,5.7,69,76
40,07/01/2020 21:41:25,5.6,77,77
41,07/01/2020 21:51:25,5.6,80,77
42,07/01/2020 22:01:25,5.6,75,77
43,07/01/2020 22:11:25,5.5,76,78
44,07/01/2020 22:21:25,5.5,75,77
45,07/01/2020 22:31:25,5.4,77,77
46,07/01/2020 22:41:25,5.4,79,77
47,07/01/2020 22:51:25,5.3,73,77
48,07/01/2020 23:01:25,5.3,76,78
49,07/01/2020 23:11:25,5.2,76,79
50,07/01/2020 23:21:25,5.2,77,78
51,07/01/2020 23:31:25,5.1,79,77
52,07/01/2020 23:41:25,5.1,76,77
53,07/01/2020 23:51:25,5.0,78,77
54,07/02/2020 00:01:25,5.0,77,76
55,07/02/2020 00:11:25,5.0,78,78
56,07/02/2020 00:21:25,4.9,78,77
57,07/02/2020 00:31:25,4.9,79,78
58,07/02/2020 00:41:25,4.8,78,78
59,07/02/2020 00:51:25,4.8,78,78
60,07/02/2020 01:01:25,4.8,76,77
61,07/02/2020 01:11:25,4.7,79,78
62,07/02/2020 01:21:25,4.7,77,78
63,07/02/2020 01:31:25,4.7,78,78
64,07/02/2020 01:41:25,4.6,76,78
65,07/02/2020 01:51:25,4.6,82,78
66,07/02/2020 02:01:25,4.6,77,79
67,07/02/2020 02:11:25,4.6,78,78
68,07/02/2020 02:21:25,4.5,82,79
69,07/02/2020 02:31:25,4.5,80,78
70,07/02/2020 02:41:25,4.5,79,78
71,07/02/2020 02:51:25,4.4,78,79
72,07/02/2020 03:01:25,4.4,76,79
73,07/02/2020 03:11:25,4.4,78,78
